GAME_ID,TEAM_ID,FIRST_SHOT_TYPE,FIRST_SHOT_TIME_SEC,FIRST_MINUTE_BASKETS,FIRST_MINUTE_POINTS
0022500333,1610612755,2PT,17.0,2,5
0022500334,1610612738,2PT,19.0,2,2
0022500334,1610612764,2PT,,1,2
0022500335,1610612751,3PT,18.0,0,0
0022500335,1610612762,3PT,,0,0
0022500336,1610612747,3PT,17.0,1,3
0022500336,1610612761,2PT,,0,0
0022500337,1610612740,2PT,,1,2
0022500337,1610612750,2PT,5.0,1,3
0022500338,1610612738,3PT,,1,3
0022500338,1610612747,3PT,18.0,1,3
0022500339,1610612748,3PT,,0,0
0022500339,1610612753,3PT,17.0,1,3
0022500340,1610612737,2PT,,2,5
0022500340,1610612743,2PT,6.0,0,0
0022500341,1610612739,3PT,,0,0
0022500341,1610612759,2PT,14.0,2,5
0022500342,1610612757,2PT,21.0,1,3
0022500342,1610612765,2PT,,1,2
0022500343,1610612752,2PT,33.0,0,0
0022500343,1610612762,3PT,,0,0
0022500344,1610612761,2PT,19.0,1,2
0022500344,1610612766,2PT,,1,2
0022500345,1610612741,3PT,,0,0
0022500345,1610612754,2PT,34.0,0,0
0022500346,1610612745,2PT,,1,2
0022500346,1610612756,2PT,19.0,1,2
0022500347,1610612746,2PT,,0,0
0022500347,1610612763,3PT,17.0,2,5
0022500348,1610612749,2PT,,1,2
0022500348,1610612755,2PT,11.0,1,2
0022500349,1610612742,3PT,22.0,1,3
0022500349,1610612760,2PT,,1,2
0022500350,1610612740,2PT,,1,3
0022500350,1610612751,2PT,16.0,1,2
0022500351,1610612737,2PT,,1,2
0022500351,1610612764,3PT,19.0,2,7
0022500352,1610612739,2PT,26.0,1,2
0022500352,1610612744,3PT,,1,3
0022500353,1610612749,2PT,,0,0
0022500353,1610612765,3PT,16.0,0,0
0022500354,1610612748,2PT,18.0,2,3
0022500354,1610612758,3PT,,1,2
0022500355,1610612746,2PT,,1,2
0022500355,1610612750,2PT,59.0,1,2
0022500356,1610612742,2PT,16.0,1,3
0022500356,1610612745,2PT,,1,2
0022500357,1610612752,2PT,16.0,2,4
0022500357,1610612753,3PT,,0,0
0022500358,1610612738,2PT,37.0,0,0
0022500358,1610612761,2PT,,0,0
0022500359,1610612743,2PT,,0,0
0022500359,1610612766,3PT,19.0,1,2
0022500360,1610612757,3PT,,1,3
0022500360,1610612763,2PT,15.0,1,2
0022500361,1610612741,3PT,21.0,0,0
0022500361,1610612744,3PT,,1,3
0022500362,1610612747,2PT,16.0,1,2
0022500362,1610612755,3PT,,1,3
0022500363,1610612760,2PT,16.0,1,3
0022500363,1610612762,2PT,,1,1
0022500364,1610612754,3PT,17.0,1,2
0022500364,1610612758,3PT,,0,0
0022500365,1610612750,2PT,,0,0
0022500365,1610612756,2PT,21.0,1,2
0022500366,1610612740,2PT,15.0,1,2
0022500366,1610612759,2PT,,1,2
0022500367,1610612739,3PT,18.0,1,2
0022500367,1610612741,2PT,,1,2
0022500368,1610612750,3PT,,1,3
0022500368,1610612763,2PT,20.0,1,2
0022500369,1610612746,2PT,,2,4
0022500369,1610612760,2PT,21.0,0,0
0022500370,1610612759,3PT,18.0,2,5
0022500370,1610612764,2PT,,0,0
0022500371,1610612737,3PT,,0,0
0022500371,1610612766,2PT,34.0,1,2
0022500372,1610612752,2PT,20.0,1,2
0022500372,1610612754,2PT,,1,3
0022500373,1610612748,2PT,,1,2
0022500373,1610612751,3PT,15.0,0,0
0022500374,1610612749,2PT,,1,2
0022500374,1610612761,2PT,16.0,1,2
0022500375,1610612740,2PT,13.0,1,2
0022500375,1610612745,2PT,,1,2
0022500376,1610612742,2PT,,1,2
0022500376,1610612765,2PT,18.0,1,2
0022500377,1610612743,3PT,25.0,1,2
0022500377,1610612753,3PT,,2,5
0022500378,1610612744,3PT,,1,3
0022500378,1610612756,2PT,25.0,1,3
0022500379,1610612747,2PT,,1,2
0022500379,1610612762,3PT,21.0,1,2
0022500380,1610612757,3PT,12.0,1,2
0022500380,1610612758,2PT,,0,0
0022500381,1610612738,2PT,,1,2
0022500381,1610612748,3PT,11.0,1,3
0022500382,1610612752,2PT,,1,2
0022500382,1610612755,3PT,14.0,1,2
0022500383,1610612737,2PT,,0,0
0022500383,1610612759,2PT,18.0,1,2
0022500384,1610612739,3PT,,1,3
0022500384,1610612741,3PT,13.0,0,0
0022500385,1610612750,3PT,15.0,1,3
0022500385,1610612760,3PT,,1,1
0022500386,1610612743,3PT,0.0,0,0
0022500386,1610612745,2PT,,1,2
0022500387,1610612742,2PT,,0,0
0022500387,1610612755,3PT,0.0,1,3
0022500388,1610612738,2PT,16.0,1,2
0022500388,1610612761,3PT,,1,3
0022500389,1610612740,2PT,,1,3
0022500389,1610612754,2PT,12.0,1,2
0022500390,1610612765,3PT,21.0,0,0
0022500390,1610612766,3PT,,1,3
0022500391,1610612763,2PT,,0,0
0022500391,1610612764,2PT,16.0,2,4
0022500392,1610612744,2PT,,0,0
0022500392,1610612756,2PT,19.0,2,4
0022500393,1610612753,3PT,,1,3
0022500393,1610612762,3PT,14.0,1,2
0022500394,1610612757,3PT,46.0,0,0
0022500394,1610612758,2PT,,0,0
0022500395,1610612746,3PT,,1,3
0022500395,1610612747,2PT,23.0,0,0
0022500396,1610612737,2PT,16.0,1,2
0022500396,1610612741,2PT,,2,5
0022500397,1610612751,2PT,23.0,1,3
0022500397,1610612761,2PT,,0,0
0022500398,1610612748,3PT,,1,3
0022500398,1610612752,2PT,22.0,0,0
0022500399,1610612759,2PT,16.0,1,2
0022500399,1610612764,3PT,,1,1
0022500400,1610612749,3PT,,0,0
0022500400,1610612750,3PT,17.0,0,0
0022500401,1610612745,2PT,,1,2
0022500401,1610612758,2PT,17.0,1,2
0022500402,1610612739,3PT,,1,2
0022500402,1610612766,3PT,30.0,1,3
0022500403,1610612738,3PT,20.0,1,3
0022500403,1610612754,3PT,,0,0
0022500404,1610612740,2PT,,1,2
0022500404,1610612742,2PT,15.0,1,2
0022500405,1610612743,2PT,22.0,2,2
0022500405,1610612762,3PT,,0,0
0022500406,1610612760,2PT,,0,0
0022500406,1610612763,2PT,17.0,1,3
0022500407,1610612744,3PT,36.0,1,2
0022500407,1610612753,2PT,,1,2
0022500408,1610612757,3PT,,0,0
0022500408,1610612765,2PT,23.0,1,2
0022500409,1610612764,3PT,,1,3
0022500409,1610612766,3PT,10.0,0,0
0022500410,1610612751,3PT,,0,0
0022500410,1610612755,3PT,25.0,2,4
0022500411,1610612737,2PT,23.0,2,5
0022500411,1610612741,3PT,,0,0
0022500412,1610612739,3PT,,1,3
0022500412,1610612740,3PT,24.0,1,3
0022500413,1610612749,3PT,16.0,0,0
0022500413,1610612754,3PT,,1,3
0022500414,1610612748,3PT,,1,1
0022500414,1610612761,3PT,36.0,1,3
0022500415,1610612742,2PT,24.0,1,2
0022500415,1610612743,2PT,,0,0
0022500416,1610612750,2PT,,1,2
0022500416,1610612752,3PT,14.0,0,0
0022500417,1610612759,2PT,,0,0
0022500417,1610612760,2PT,15.0,1,2
0022500418,1610612747,2PT,24.0,1,3
0022500418,1610612756,2PT,,0,0
0022500419,1610612762,3PT,,0,0
0022500419,1610612763,2PT,15.0,1,2
0022500420,1610612753,3PT,14.0,1,3
0022500420,1610612757,2PT,,0,0
0022500421,1610612758,2PT,17.0,1,2
0022500421,1610612765,2PT,,1,3
0022500422,1610612745,2PT,,1,2
0022500422,1610612746,2PT,28.0,0,0
0022500423,1610612737,3PT,,0,0
0022500423,1610612748,2PT,21.0,2,2
0022500424,1610612753,3PT,16.0,1,3
0022500424,1610612766,2PT,,2,4
0022500425,1610612761,3PT,,0,0
0022500425,1610612764,3PT,21.0,0,0
0022500426,1610612738,2PT,,0,0
0022500426,1610612754,3PT,14.0,1,3
0022500427,1610612741,2PT,,0,0
0022500427,1610612755,3PT,15.0,0,0
0022500428,1610612749,3PT,,0,0
0022500428,1610612763,3PT,13.0,0,0
0022500429,1610612740,2PT,,1,2
0022500429,1610612756,3PT,17.0,0,0
0022500430,1610612762,2PT,,1,2
0022500430,1610612765,2PT,16.0,2,3
0022500431,1610612746,3PT,,0,0
0022500431,1610612757,2PT,56.0,2,4
0022500432,1610612742,2PT,29.0,2,2
0022500432,1610612758,3PT,,0,0
0022500433,1610612743,3PT,22.0,1,3
0022500433,1610612753,2PT,,0,0
0022500434,1610612740,2PT,,1,2
0022500434,1610612756,3PT,37.0,1,1
0022500435,1610612737,2PT,,0,0
0022500435,1610612752,3PT,22.0,1,2
0022500436,1610612748,3PT,,1,3
0022500436,1610612754,2PT,23.0,2,4
0022500437,1610612741,2PT,25.0,1,3
0022500437,1610612749,3PT,,0,0
0022500438,1610612739,3PT,28.0,1,3
0022500438,1610612745,2PT,,1,2
0022500439,1610612750,2PT,17.0,0,0
0022500439,1610612751,2PT,,1,2
0022500440,1610612759,3PT,23.0,0,0
0022500440,1610612762,2PT,,1,2
0022500441,1610612744,3PT,18.0,1,3
0022500441,1610612761,2PT,,2,4
0022500442,1610612755,2PT,,1,2
0022500442,1610612760,2PT,21.0,1,2
0022500443,1610612763,2PT,15.0,1,2
0022500443,1610612764,2PT,,2,4
0022500444,1610612738,2PT,32.0,2,4
0022500444,1610612757,2PT,,0,0
0022500445,1610612746,2PT,26.0,2,4
0022500445,1610612765,2PT,,1,2
0022500446,1610612747,2PT,22.0,1,2
0022500446,1610612758,2PT,,0,0
0022500447,1610612749,2PT,,0,0
0022500447,1610612766,3PT,17.0,0,0
0022500448,1610612756,2PT,12.0,1,1
0022500448,1610612764,2PT,,1,2
0022500449,1610612744,3PT,,1,3
0022500449,1610612751,3PT,18.0,1,3
0022500450,1610612743,3PT,22.0,0,0
0022500450,1610612748,2PT,,1,2
0022500451,1610612753,3PT,17.0,0,0
0022500451,1610612761,3PT,,0,0
0022500452,1610612741,2PT,,0,0
0022500452,1610612750,2PT,17.0,1,3
0022500453,1610612745,2PT,,1,2
0022500453,1610612754,2PT,19.0,1,2
0022500454,1610612740,2PT,,0,0
0022500454,1610612752,2PT,23.0,2,5
0022500455,1610612737,3PT,17.0,2,5
0022500455,1610612760,2PT,,1,2
0022500456,1610612739,2PT,,1,2
0022500456,1610612759,3PT,22.0,0,0
0022500457,1610612742,3PT,,0,0
0022500457,1610612757,2PT,15.0,0,0
0022500458,1610612755,2PT,,0,0
0022500458,1610612763,2PT,15.0,2,4
0022500459,1610612738,3PT,,0,0
0022500459,1610612762,3PT,10.0,2,4
0022500460,1610612747,3PT,,0,0
0022500460,1610612765,2PT,13.0,1,2
0022500461,1610612746,2PT,27.0,1,2
0022500461,1610612758,2PT,,1,2
0022500462,1610612744,3PT,14.0,0,0
0022500462,1610612766,3PT,,2,6
0022500463,1610612737,3PT,21.0,2,5
0022500463,1610612750,2PT,,0,0
0022500464,1610612753,2PT,43.0,1,2
0022500464,1610612754,2PT,,1,2
0022500465,1610612739,3PT,,1,2
0022500465,1610612756,3PT,17.0,2,6
0022500466,1610612740,2PT,17.0,1,2
0022500466,1610612741,3PT,,1,2
0022500467,1610612752,2PT,,1,2
0022500467,1610612759,2PT,22.0,1,2
0022500468,1610612743,2PT,15.0,1,2
0022500468,1610612761,2PT,,1,2
0022500469,1610612749,3PT,,1,2
0022500469,1610612764,2PT,17.0,0,0
0022500470,1610612757,3PT,21.0,1,3
0022500470,1610612760,3PT,,2,6
0022500471,1610612745,2PT,21.0,2,4
0022500471,1610612751,2PT,,0,0
0022500472,1610612748,2PT,15.0,2,4
0022500472,1610612765,2PT,,2,5
0022500473,1610612742,2PT,13.0,2,4
0022500473,1610612755,2PT,,1,2
0022500474,1610612738,2PT,,0,0
0022500474,1610612758,3PT,30.0,2,5
0022500475,1610612746,3PT,20.0,1,2
0022500475,1610612762,3PT,,0,0
0022500476,1610612754,2PT,,1,2
0022500476,1610612759,3PT,16.0,0,0
0022500477,1610612751,2PT,22.0,1,2
0022500477,1610612764,2PT,,1,2
0022500478,1610612739,3PT,21.0,1,2
0022500478,1610612743,3PT,,1,3
0022500479,1610612737,2PT,,1,2
0022500479,1610612752,3PT,19.0,1,3
0022500480,1610612741,2PT,,0,0
0022500480,1610612753,2PT,18.0,1,2
0022500481,1610612749,3PT,,0,0
0022500481,1610612766,2PT,22.0,1,2
0022500482,1610612740,2PT,,2,4
0022500482,1610612757,2PT,5.0,0,0
0022500483,1610612756,3PT,16.0,1,2
0022500483,1610612758,3PT,,0,0
0022500484,1610612744,3PT,,1,3
0022500484,1610612760,2PT,19.0,1,2
0022500485,1610612747,3PT,22.0,1,3
0022500485,1610612763,2PT,,1,2
0022500486,1610612748,3PT,,0,0
0022500486,1610612750,3PT,25.0,1,2
0022500487,1610612752,3PT,18.0,1,3
0022500487,1610612755,2PT,,0,0
0022500488,1610612737,2PT,21.0,1,2
0022500488,1610612761,3PT,,1,0
0022500489,1610612741,2PT,,0,0
0022500489,1610612766,2PT,21.0,2,5
0022500490,1610612757,2PT,16.0,2,5
0022500490,1610612759,2PT,,1,2
0022500491,1610612742,2PT,,0,0
0022500491,1610612745,3PT,15.0,0,0
0022500492,1610612744,2PT,25.0,0,0
0022500492,1610612762,2PT,,0,0
0022500493,1610612738,3PT,15.0,1,3
0022500493,1610612746,3PT,,1,3
0022500494,1610612739,3PT,,0,0
0022500494,1610612765,3PT,14.0,1,3
0022500495,1610612753,3PT,18.0,1,3
0022500495,1610612754,2PT,,2,4
0022500496,1610612743,2PT,,1,2
0022500496,1610612751,2PT,16.0,1,2
0022500497,1610612740,2PT,,1,2
0022500497,1610612748,3PT,15.0,2,6
0022500498,1610612750,3PT,16.0,1,2
0022500498,1610612764,2PT,,0,0
0022500499,1610612756,3PT,16.0,1,2
0022500499,1610612760,2PT,,1,2
0022500500,1610612749,2PT,28.0,2,4
0022500500,1610612758,2PT,,1,2
0022500501,1610612747,2PT,22.0,2,4
0022500501,1610612763,2PT,,1,2
0022500502,1610612752,2PT,,1,1
0022500502,1610612765,3PT,27.0,1,4
0022500503,1610612738,2PT,17.0,1,2
0022500503,1610612741,3PT,,0,0
0022500504,1610612737,2PT,,0,0
0022500504,1610612761,2PT,26.0,2,4
0022500505,1610612745,3PT,14.0,0,0
0022500505,1610612756,3PT,,1,3
0022500506,1610612760,2PT,14.0,2,5
0022500506,1610612766,2PT,,1,2
0022500507,1610612743,2PT,16.0,2,4
0022500507,1610612755,2PT,,1,2
0022500508,1610612744,3PT,18.0,0,0
0022500508,1610612746,2PT,,1,2
0022500509,1610612757,3PT,18.0,0,0
0022500509,1610612762,2PT,,1,2
0022500510,1610612739,2PT,18.0,1,2
0022500510,1610612754,2PT,,1,2
0022500511,1610612753,3PT,,1,3
0022500511,1610612764,2PT,16.0,2,5
0022500512,1610612759,2PT,,2,2
0022500512,1610612763,3PT,17.0,1,3
0022500513,1610612748,3PT,,2,3
0022500513,1610612750,3PT,13.0,1,3
0022500514,1610612740,2PT,,0,0
0022500514,1610612747,2PT,19.0,2,4
0022500515,1610612742,2PT,,0,0
0022500515,1610612758,3PT,21.0,1,3
0022500516,1610612761,2PT,18.0,0,0
0022500516,1610612766,3PT,,1,2
0022500517,1610612741,3PT,,0,0
0022500517,1610612765,2PT,19.0,1,2
0022500518,1610612755,2PT,17.0,1,2
0022500518,1610612764,2PT,,0,0
0022500519,1610612737,2PT,19.0,2,5
0022500519,1610612740,3PT,,1,3
0022500520,1610612738,2PT,15.0,0,0
0022500520,1610612743,2PT,,1,2
0022500521,1610612751,3PT,,0,0
0022500521,1610612753,2PT,15.0,1,2
0022500522,1610612746,3PT,21.0,1,3
0022500522,1610612752,3PT,,0,0
0022500523,1610612747,2PT,,0,0
0022500523,1610612759,3PT,39.0,1,1
0022500524,1610612756,2PT,15.0,0,0
0022500524,1610612763,2PT,,2,4
0022500525,1610612760,2PT,,1,2
0022500525,1610612762,2PT,14.0,2,4
0022500526,1610612744,3PT,,1,3
0022500526,1610612749,2PT,18.0,1,2
0022500527,1610612745,3PT,,1,2
0022500527,1610612757,3PT,21.0,1,2
0022500528,1610612754,3PT,21.0,0,0
0022500528,1610612766,2PT,,0,0
0022500530,1610612739,3PT,20.0,0,0
0022500530,1610612750,2PT,,2,2
0022500531,1610612742,2PT,25.0,2,4
0022500531,1610612762,3PT,,0,0
0022500532,1610612738,3PT,,1,2
0022500532,1610612761,2PT,48.0,0,0
0022500533,1610612753,2PT,16.0,1,2
0022500533,1610612755,3PT,,0,0
0022500534,1610612740,3PT,,2,6
0022500534,1610612764,2PT,16.0,1,2
0022500535,1610612746,3PT,,1,3
0022500535,1610612751,3PT,23.0,0,0
0022500536,1610612760,2PT,26.0,1,2
0022500536,1610612763,3PT,,1,3
0022500537,1610612737,3PT,23.0,1,3
0022500537,1610612743,3PT,,1,3
0022500538,1610612752,3PT,,1,3
0022500538,1610612756,3PT,16.0,1,2
0022500539,1610612744,2PT,19.0,1,2
0022500539,1610612758,2PT,,1,2
0022500540,1610612745,2PT,,1,2
0022500540,1610612757,2PT,25.0,1,2
0022500541,1610612747,3PT,22.0,2,5
0022500541,1610612749,3PT,,0,0
0022500542,1610612739,2PT,38.0,0,0
0022500542,1610612750,2PT,,1,2
0022500543,1610612748,3PT,,1,2
0022500543,1610612754,2PT,20.0,2,4
0022500544,1610612746,2PT,,1,1
0022500544,1610612765,2PT,44.0,1,2
0022500545,1610612738,2PT,20.0,0,0
0022500545,1610612759,2PT,,1,2
0022500546,1610612741,2PT,,2,5
0022500546,1610612742,2PT,19.0,0,0
0022500547,1610612762,3PT,,0,0
0022500547,1610612766,3PT,26.0,1,3
0022500548,1610612740,3PT,,0,0
0022500548,1610612753,3PT,24.0,1,3
0022500549,1610612751,3PT,15.0,1,2
0022500549,1610612763,2PT,,1,2
0022500550,1610612755,2PT,,0,0
0022500550,1610612761,2PT,20.0,2,4
0022500551,1610612752,3PT,,1,3
0022500551,1610612757,3PT,12.0,1,3
0022500552,1610612750,3PT,,0,0
0022500552,1610612759,3PT,13.0,0,0
0022500553,1610612748,2PT,22.0,1,3
0022500553,1610612760,2PT,,1,2
0022500554,1610612743,2PT,20.0,1,2
0022500554,1610612749,3PT,,0,0
0022500555,1610612756,2PT,17.0,1,2
0022500555,1610612764,3PT,,1,3
0022500556,1610612737,3PT,29.0,0,0
0022500556,1610612744,2PT,,1,2
0022500557,1610612745,3PT,,0,0
0022500557,1610612758,2PT,24.0,2,5
0022501201,1610612748,2PT,,2,5
0022501201,1610612753,2PT,16.0,0,0
0022501202,1610612752,2PT,29.0,1,2
0022501202,1610612761,3PT,,0,0
0022501203,1610612756,2PT,,1,2
0022501203,1610612760,2PT,12.0,2,5
0022501204,1610612747,3PT,17.0,1,2
0022501204,1610612759,2PT,,0,0
0022501205,1610612745,2PT,,1,1
0022501205,1610612746,3PT,20.0,0,0
0022501206,1610612738,3PT,,1,3
0022501206,1610612749,2PT,20.0,1,2
0022501207,1610612740,2PT,,2,5
0022501207,1610612757,3PT,15.0,0,0
0022501208,1610612743,3PT,,0,0
0022501208,1610612758,2PT,21.0,0,0
0022501209,1610612741,2PT,27.0,2,5
0022501209,1610612766,2PT,,1,2
0022501210,1610612737,3PT,16.0,1,3
0022501210,1610612765,2PT,,1,2
0022501211,1610612754,2PT,20.0,0,0
0022501211,1610612755,2PT,,1,2
0022501212,1610612739,2PT,17.0,1,2
0022501212,1610612764,2PT,,2,5
0022501213,1610612762,2PT,12.0,1,3
0022501213,1610612763,2PT,,1,3
0022501214,1610612742,2PT,,1,2
0022501214,1610612751,2PT,13.0,2,5
0022501215,1610612744,2PT,,1,2
0022501215,1610612750,3PT,23.0,0,0
0022501216,1610612754,3PT,24.0,0,0
0022501216,1610612764,2PT,,1,2
0022501217,1610612737,2PT,14.0,1,3
0022501217,1610612755,3PT,,1,2
0022501218,1610612739,3PT,,1,2
0022501218,1610612766,2PT,23.0,0,0
0022501219,1610612749,2PT,,1,2
0022501219,1610612751,3PT,16.0,2,5
0022501220,1610612750,3PT,,1,3
0022501220,1610612758,3PT,0.0,0,0
0022501221,1610612744,3PT,,0,0
0022501221,1610612757,3PT,21.0,1,3
0022501222,1610612738,2PT,20.0,2,3
0022501222,1610612765,2PT,,1,2
0022501223,1610612740,2PT,,1,2
0022501223,1610612741,2PT,19.0,0,0
0022501224,1610612742,2PT,,2,4
0022501224,1610612762,2PT,15.0,2,4
0022501225,1610612743,3PT,,1,3
0022501225,1610612745,3PT,24.0,1,3
0022501226,1610612746,2PT,13.0,2,5
0022501226,1610612763,2PT,,1,2
0022501227,1610612748,2PT,22.0,0,0
0022501227,1610612761,3PT,,0,0
0022501228,1610612747,2PT,,1,2
0022501228,1610612756,3PT,17.0,0,0
0022500558,1610612739,3PT,27.0,0,0
0022500558,1610612762,2PT,,1,2
0022500559,1610612738,2PT,,1,2
0022500559,1610612754,2PT,17.0,0,0
0022500560,1610612755,3PT,,1,2
0022500560,1610612761,2PT,23.0,1,2
0022500561,1610612742,2PT,,1,2
0022500561,1610612751,2PT,19.0,2,2
0022500562,1610612747,2PT,13.0,1,2
0022500562,1610612758,2PT,,1,2
0022500563,1610612746,2PT,25.0,0,0
0022500563,1610612766,3PT,,1,2
0022500564,1610612748,2PT,,1,2
0022500564,1610612756,3PT,24.0,1,2
0022500565,1610612741,2PT,,1,2
0022500565,1610612745,2PT,20.0,0,0
0022500566,1610612749,2PT,,0,0
0022500566,1610612750,3PT,16.0,1,3
0022500567,1610612740,2PT,,1,2
0022500567,1610612743,2PT,14.0,2,4
0022500568,1610612759,2PT,14.0,2,4
0022500568,1610612760,2PT,,1,2
0022500569,1610612737,3PT,,1,4
0022500569,1610612747,2PT,20.0,2,4
0022500570,1610612744,3PT,23.0,1,2
0022500570,1610612757,3PT,,0,0
0022500571,1610612754,3PT,,0,0
0022500571,1610612761,2PT,33.0,2,4
0022500572,1610612739,3PT,19.0,2,5
0022500572,1610612755,2PT,,1,2
0022500573,1610612741,2PT,,1,2
0022500573,1610612762,3PT,16.0,1,2
0022500574,1610612740,2PT,24.0,2,3
0022500574,1610612751,2PT,,1,2
0022500575,1610612742,2PT,21.0,0,0
0022500575,1610612743,2PT,,0,0
0022500576,1610612752,2PT,21.0,2,4
0022500576,1610612758,2PT,,0,0
0022500577,1610612746,3PT,21.0,0,0
0022500577,1610612764,2PT,,1,2
0022500579,1610612756,2PT,21.0,0,0
0022500579,1610612765,2PT,,2,4
0022500580,1610612738,3PT,,1,2
0022500580,1610612748,3PT,29.0,1,3
0022500581,1610612745,2PT,8.0,1,3
0022500581,1610612760,2PT,,1,2
0022500582,1610612749,3PT,25.0,1,3
0022500582,1610612759,2PT,,0,0
0022500583,1610612742,3PT,,0,0
0022500583,1610612762,2PT,34.0,2,2
0022500584,1610612744,3PT,,1,3
0022500584,1610612752,3PT,22.0,1,3
0022500585,1610612737,3PT,,0,0
0022500585,1610612757,3PT,24.0,1,3
0022500586,1610612747,2PT,16.0,1,0
0022500586,1610612766,3PT,,1,3
0022500014,1610612737,3PT,17.0,1,2
0022500014,1610612749,2PT,,2,4
0022500015,1610612739,2PT,17.0,2,4
0022500015,1610612760,2PT,,1,2
0022500016,1610612742,2PT,16.0,1,2
0022500016,1610612752,2PT,,0,0
0022500017,1610612738,2PT,20.0,1,3
0022500017,1610612765,3PT,,0,0
0022500587,1610612741,3PT,,1,3
0022500587,1610612751,3PT,15.0,1,3
0022500588,1610612740,2PT,,0,0
0022500588,1610612754,2PT,24.0,1,2
0022500589,1610612739,2PT,19.0,1,2
0022500589,1610612755,2PT,,1,2
0022500590,1610612746,2PT,26.0,0,0
0022500590,1610612761,2PT,,0,0
0022500591,1610612745,2PT,22.0,0,0
0022500591,1610612750,3PT,,2,5
0022500592,1610612758,2PT,19.0,1,2
0022500592,1610612764,2PT,,0,0
0022500593,1610612742,3PT,13.0,1,2
0022500593,1610612762,3PT,,0,0
0022500594,1610612737,2PT,,1,2
0022500594,1610612738,2PT,20.0,0,0
0022500595,1610612754,2PT,8.0,0,0
0022500595,1610612765,3PT,,2,5
0022500596,1610612752,3PT,,0,0
0022500596,1610612756,2PT,16.0,2,4
0022500597,1610612748,2PT,20.0,1,2
0022500597,1610612760,2PT,,1,2
0022500598,1610612750,2PT,,0,0
0022500598,1610612759,2PT,14.0,1,2
0022500599,1610612744,3PT,17.0,1,3
0022500599,1610612766,3PT,,0,0
0022500600,1610612743,3PT,10.0,2,6
0022500600,1610612764,3PT,,1,2
0022500601,1610612747,2PT,46.0,1,2
0022500601,1610612757,2PT,,1,2
0022500603,1610612741,2PT,,1,1
0022500603,1610612751,2PT,21.0,1,3
0022500604,1610612740,3PT,,0,0
0022500604,1610612745,2PT,19.0,1,2
0022500605,1610612743,2PT,,1,2
0022500605,1610612766,3PT,21.0,1,3
0022500606,1610612757,2PT,,1,2
0022500606,1610612758,2PT,16.0,1,2
0022500607,1610612747,3PT,18.0,1,2
0022500607,1610612761,2PT,,1,2
0022500608,1610612746,2PT,15.0,1,2
0022500608,1610612764,3PT,,1,0
0022500609,1610612754,2PT,25.0,0,0
0022500609,1610612755,2PT,,1,2
0022500610,1610612751,3PT,19.0,0,0
0022500610,1610612756,3PT,,1,3
0022500611,1610612759,2PT,,1,2
0022500611,1610612762,2PT,16.0,1,2
0022500612,1610612744,2PT,21.0,0,0
0022500612,1610612748,3PT,,0,0
0022500613,1610612755,2PT,17.0,1,2
0022500613,1610612756,3PT,,0,0
0022500614,1610612741,2PT,16.0,0,0
0022500614,1610612746,2PT,,1,2
0022500615,1610612745,2PT,,1,2
0022500615,1610612759,3PT,20.0,0,0
0022500616,1610612750,3PT,,0,0
0022500616,1610612762,2PT,13.0,1,2
0022500617,1610612743,3PT,16.0,2,6
0022500617,1610612747,2PT,,1,2
0022500618,1610612744,3PT,,0,0
0022500618,1610612761,2PT,19.0,2,4
0022500619,1610612748,2PT,20.0,0,0
0022500619,1610612758,2PT,,0,0
0022500620,1610612739,2PT,,1,2
0022500620,1610612766,2PT,22.0,0,0
0022500621,1610612738,3PT,16.0,1,3
0022500621,1610612754,3PT,,0,0
0022500622,1610612751,3PT,,1,3
0022500622,1610612752,2PT,19.0,1,2
0022500623,1610612737,2PT,,0,0
0022500623,1610612763,3PT,16.0,2,4
0022500624,1610612740,2PT,,0,0
0022500624,1610612765,2PT,16.0,3,7
0022500625,1610612749,3PT,25.0,0,0
0022500625,1610612760,2PT,,0,0
0022500626,1610612758,3PT,20.0,1,3
0022500626,1610612761,3PT,,1,3
0022500627,1610612753,3PT,22.0,1,3
0022500627,1610612766,3PT,,1,0
0022500628,1610612745,2PT,,1,2
0022500628,1610612755,3PT,14.0,1,2
0022500629,1610612743,2PT,18.0,2,5
0022500629,1610612764,2PT,,0,0
0022500630,1610612742,3PT,21.0,0,0
0022500630,1610612744,3PT,,0,0
0022500631,1610612741,2PT,,0,0
0022500631,1610612750,2PT,19.0,2,5
0022500632,1610612759,3PT,,1,3
0022500632,1610612762,2PT,28.0,1,2
0022500633,1610612746,2PT,,0,0
0022500633,1610612747,3PT,17.0,1,3
0022500634,1610612748,2PT,17.0,0,0
0022500634,1610612757,2PT,,0,0
0022500635,1610612745,2PT,39.0,0,0
0022500635,1610612765,2PT,,0,0
0022500636,1610612737,3PT,,1,3
0022500636,1610612756,3PT,15.0,1,3
0022500637,1610612738,3PT,,1,3
0022500637,1610612751,3PT,19.0,0,0
0022500638,1610612739,3PT,18.0,1,3
0022500638,1610612758,2PT,,0,0
0022500639,1610612740,3PT,,0,0
0022500639,1610612763,3PT,16.0,1,3
0022500640,1610612743,3PT,,1,3
0022500640,1610612749,2PT,21.0,1,2
0022500641,1610612754,2PT,,1,2
0022500641,1610612760,2PT,17.0,1,2
0022500642,1610612757,2PT,,0,0
0022500642,1610612761,3PT,23.0,0,0
0022500643,1610612752,3PT,13.0,2,6
